Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,target
36214,0.36,3,3,4,61.2,60.0,4.59,4.56,2.8,0
36215,0.36,2,3,4,61.6,56.0,4.59,4.56,2.82,0
36216,0.36,3,3,4,62.3,59.0,4.55,4.5,2.82,0
36217,0.36,3,3,4,62.2,59.0,4.57,4.53,2.83,0
36218,0.36,2,2,5,60.9,57.0,4.61,4.58,2.8,0
36219,0.36,2,2,5,62.0,55.0,4.58,4.55,2.83,0
36220,0.36,3,2,5,61.4,58.0,4.6,4.56,2.81,0
36221,0.36,3,2,5,60.5,60.0,4.61,4.55,2.77,0
36222,0.36,3,0,5,60.3,58.0,4.66,4.63,2.8,0
36223,0.36,2,0,5,60.0,56.0,4.68,4.66,2.8,0
36224,0.36,2,1,4,62.7,57.0,4.58,4.55,2.86,0
36225,0.36,3,1,4,61.5,59.0,4.6,4.57,2.82,0
36226,0.33,4,0,7,59.5,56.0,4.51,4.56,2.7,0
36227,0.38,3,2,4,60.9,58.0,4.68,4.71,2.86,0
36228,0.38,4,2,4,62.8,56.0,4.59,4.64,2.9,0
36229,0.38,4,0,5,60.9,58.0,4.63,4.67,2.83,0
36230,0.38,2,2,4,62.4,54.0,4.64,4.68,2.91,0
36231,0.38,4,0,5,61.6,59.0,4.62,4.66,2.86,0
36232,0.38,3,2,4,62.4,59.0,4.57,4.63,2.87,0
36233,0.38,2,0,5,62.0,56.0,4.64,4.68,2.89,0
36234,0.42,2,3,7,60.6,56.0,4.86,4.88,2.95,0
36235,0.3,2,0,6,61.8,55.0,4.33,4.35,2.68,0
36236,0.38,2,1,4,60.7,56.0,4.7,4.72,2.86,0
36237,0.33,3,0,4,60.3,61.0,4.51,4.48,2.71,0
36239,0.32,2,0,4,60.2,57.0,4.45,4.42,2.67,0
36240,0.31,2,0,6,62.1,54.0,4.34,4.36,2.7,0
36242,0.47,4,5,5,63.2,56.0,4.92,4.98,3.13,0
36243,0.54,2,5,3,60.9,57.0,5.26,5.31,3.22,0
36261,0.37,2,3,6,61.4,55.0,4.67,4.71,2.88,0
36262,0.31,2,1,6,62.3,57.0,4.32,4.35,2.7,0
36264,0.37,2,4,1,61.4,55.0,4.63,4.66,2.85,0
36265,0.37,2,4,1,61.8,55.0,4.65,4.67,2.88,0
36266,0.37,2,4,1,61.7,53.0,4.66,4.68,2.88,0
36267,0.4,1,2,7,62.2,63.0,4.66,4.69,2.91,0
36268,0.3,2,1,4,61.6,57.0,4.33,4.3,2.66,0
36269,0.32,2,3,7,61.9,57.0,4.41,4.38,2.72,0
36270,0.45,3,2,3,61.5,61.0,4.95,4.9,3.03,0
36271,0.3,2,3,2,62.0,53.0,4.33,4.38,2.7,0
36272,0.3,2,3,2,62.3,56.0,4.29,4.31,2.68,0
36273,0.3,2,3,2,61.4,57.0,4.28,4.32,2.64,0
36274,0.3,2,3,2,62.2,54.0,4.32,4.36,2.7,0
36275,0.3,2,3,2,62.2,57.0,4.26,4.29,2.66,0
36276,0.3,2,3,2,62.0,58.0,4.27,4.29,2.65,0
36277,0.3,2,3,2,62.3,56.0,4.27,4.3,2.67,0
36278,0.3,2,3,2,62.3,57.0,4.29,4.31,2.68,0
36280,0.32,1,0,3,63.7,56.0,4.33,4.34,2.76,0
36281,0.32,1,3,2,63.5,56.0,4.35,4.38,2.77,0
36282,0.32,3,3,2,61.6,58.0,4.36,4.4,2.7,0
36284,0.32,2,0,3,62.4,54.0,4.38,4.4,2.74,0
36288,0.32,3,3,2,62.6,58.0,4.35,4.37,2.73,0
36290,0.32,2,3,2,61.3,57.0,4.37,4.4,2.69,0
36291,0.32,4,3,2,60.9,56.0,4.41,4.45,2.7,0
36292,0.32,1,0,3,63.9,58.0,4.31,4.33,2.76,0
36293,0.32,4,3,2,62.0,55.0,4.41,4.43,2.74,0
36294,0.32,2,0,3,61.1,56.0,4.39,4.41,2.69,0
36297,0.32,4,0,3,62.8,57.0,4.35,4.38,2.74,0
36300,0.32,4,3,2,60.9,58.0,4.39,4.44,2.69,0
36301,0.32,2,4,6,60.4,57.0,4.46,4.42,2.68,0
36302,0.32,2,4,6,62.2,56.0,4.38,4.37,2.72,0
36303,0.32,3,4,6,61.5,59.0,4.41,4.37,2.7,0
36304,0.32,3,4,6,61.4,58.0,4.42,4.37,2.7,0
36305,0.32,3,4,6,61.4,58.0,4.41,4.38,2.7,0
36306,0.32,2,4,6,61.9,56.0,4.41,4.38,2.72,0
36307,0.32,2,4,6,61.6,56.0,4.41,4.39,2.71,0
36308,0.32,2,4,6,62.1,54.0,4.42,4.4,2.74,0
36309,0.32,3,4,6,60.9,58.0,4.43,4.4,2.69,0
36310,0.32,2,4,6,61.6,55.0,4.43,4.4,2.72,0
36311,0.32,3,4,6,62.5,58.0,4.37,4.33,2.72,0
36312,0.32,2,4,6,62.9,57.0,4.38,4.33,2.74,0
36313,0.32,3,4,6,62.9,58.0,4.37,4.34,2.74,0
36314,0.32,3,4,6,62.7,57.0,4.41,4.36,2.75,0
36315,0.32,2,3,7,61.1,55.0,4.45,4.42,2.71,0
36316,0.32,2,3,7,61.3,56.0,4.44,4.43,2.72,0
36317,0.32,3,3,7,60.2,60.0,4.45,4.42,2.67,0
36318,0.32,2,3,7,61.7,57.0,4.44,4.41,2.73,0
36319,0.32,3,3,7,60.8,59.0,4.44,4.41,2.69,0
36320,0.32,2,3,7,61.8,55.0,4.43,4.41,2.73,0
36321,0.32,2,3,7,62.2,55.0,4.43,4.41,2.75,0
36322,0.32,2,3,7,60.6,57.0,4.43,4.41,2.68,0
36323,0.32,2,3,7,61.4,55.0,4.43,4.4,2.71,0
36324,0.32,2,3,7,62.0,55.0,4.44,4.4,2.74,0
36325,0.32,2,3,7,61.2,56.0,4.42,4.41,2.7,0
36326,0.32,2,3,7,61.6,55.0,4.42,4.41,2.72,0
36327,0.32,2,3,7,62.4,56.0,4.42,4.4,2.75,0
36328,0.32,3,3,7,60.9,61.0,4.41,4.39,2.68,0
36329,0.32,3,3,7,62.0,55.0,4.42,4.39,2.73,0
36330,0.32,2,3,7,61.5,57.0,4.43,4.39,2.71,0
36331,0.32,3,3,7,61.2,59.0,4.44,4.39,2.7,0
36332,0.32,2,3,7,62.1,57.0,4.42,4.4,2.74,0
36333,0.32,3,3,7,61.6,60.0,4.4,4.37,2.7,0
36334,0.32,3,3,7,61.7,59.0,4.41,4.37,2.71,0
36335,0.32,3,3,7,62.3,54.0,4.45,4.38,2.75,0
36336,0.32,2,3,7,62.2,56.0,4.38,4.34,2.71,0
36337,0.32,2,3,7,62.6,57.0,4.38,4.34,2.73,0
36338,0.32,3,3,7,62.6,58.0,4.37,4.35,2.73,0
36339,0.32,2,3,7,62.1,55.0,4.38,4.35,2.71,0
36340,0.32,3,3,7,62.3,58.0,4.38,4.35,2.72,0
36341,0.32,2,3,7,62.2,57.0,4.38,4.36,2.72,0
36342,0.32,2,3,7,62.4,54.0,4.38,4.37,2.73,0
36343,0.32,2,3,6,61.7,56.0,4.41,4.37,2.71,0
36344,0.39,3,3,2,61.4,56.0,4.75,4.7,2.9,0
36345,0.32,2,4,6,61.9,55.0,4.38,4.37,2.71,0
36347,0.42,4,5,1,60.1,58.0,4.83,4.88,2.92,0
36348,0.31,4,1,1,63.0,55.0,4.33,4.37,2.74,0
36349,0.42,2,3,7,62.7,57.0,4.73,4.78,2.98,0
36350,0.42,2,0,5,62.7,55.0,4.79,4.81,3.01,0
36351,0.35,1,1,4,61.3,65.0,4.51,4.53,2.77,0
36352,0.4,3,4,4,62.7,59.0,4.71,4.63,2.93,0
36353,0.4,4,2,4,63.1,59.0,4.68,4.64,2.94,0
36354,0.5,4,1,0,58.6,63.0,5.23,5.15,3.04,0
36356,0.5,0,2,3,65.8,57.0,4.97,4.83,3.23,0
36360,0.4,2,5,7,62.2,55.0,4.72,4.76,2.95,0
36362,0.32,1,2,6,63.8,54.0,4.38,4.31,2.77,0
36363,0.33,2,2,6,62.5,56.0,4.43,4.44,2.77,0
36364,0.33,2,2,6,61.3,55.0,4.45,4.46,2.73,0
36365,0.33,2,2,6,61.9,55.0,4.46,4.47,2.76,0
36366,0.33,2,2,6,60.6,56.0,4.47,4.51,2.72,0
36367,0.39,2,2,4,61.9,55.2,4.66,4.7,2.89,0
36368,0.39,2,2,4,61.7,56.1,4.65,4.7,2.89,0
36370,0.4,2,1,4,61.2,55.0,4.76,4.79,2.92,0
36371,0.33,2,0,5,61.5,56.0,4.47,4.5,2.76,0
36372,0.33,2,0,5,60.9,56.0,4.49,4.51,2.74,0
36373,0.38,2,1,4,60.8,56.0,4.7,4.75,2.86,0
36374,0.32,2,3,1,61.9,56.0,4.39,4.46,2.74,0
36375,0.59,3,3,0,59.7,59.0,5.48,5.45,3.26,0
36376,0.31,3,2,6,59.9,59.0,4.45,4.43,2.66,0
36377,0.37,3,0,4,61.9,58.0,4.56,4.62,2.84,0
36382,0.38,3,0,2,62.2,58.0,4.63,4.57,2.86,0
36383,0.38,3,0,2,59.7,60.0,4.69,4.66,2.79,0
36384,0.38,3,0,2,58.9,61.0,4.79,4.75,2.81,0
36385,0.38,3,0,2,60.7,60.0,4.69,4.63,2.83,0
36386,0.45,3,5,2,60.3,59.0,4.99,4.93,2.99,0
36387,0.45,3,5,2,62.2,58.0,4.89,4.86,3.03,0
36389,0.57,3,6,3,62.7,60.0,5.25,5.21,3.28,0
36390,0.31,3,0,6,62.7,58.0,4.31,4.3,2.7,0
36391,0.38,2,0,4,62.0,57.0,4.7,4.69,2.91,0
36392,0.31,3,0,6,62.1,59.0,4.38,4.32,2.7,0
36393,0.31,2,1,6,60.5,57.0,4.38,4.41,2.66,0
36395,0.4,2,3,2,61.5,57.0,4.74,4.76,2.92,0
36396,0.53,1,5,3,63.6,58.0,5.08,5.11,3.24,0
36397,0.31,2,1,4,61.9,56.0,4.34,4.32,2.68,0
36398,0.31,2,1,4,61.7,56.0,4.41,4.37,2.71,0
36399,0.31,2,1,4,60.9,57.0,4.41,4.39,2.68,0
36400,0.31,2,1,4,61.8,56.0,4.37,4.34,2.69,0
36401,0.31,3,1,4,61.1,58.0,4.37,4.34,2.66,0
36402,0.31,3,0,5,62.6,59.0,4.33,4.3,2.7,0
36403,0.31,3,1,4,60.0,59.0,4.42,4.38,2.64,0
36404,0.31,3,1,4,60.2,58.0,4.43,4.38,2.65,0
36405,0.31,2,0,5,61.2,55.0,4.46,4.36,2.7,0
36406,0.31,2,0,5,59.0,57.0,4.48,4.44,2.63,0
36407,0.31,3,1,4,61.7,58.0,4.36,4.3,2.67,0
36408,0.31,2,1,4,61.6,57.0,4.35,4.32,2.67,0
36409,0.31,2,1,4,61.4,57.0,4.37,4.32,2.67,0
36410,0.31,2,1,4,61.8,56.0,4.34,4.33,2.68,0
36411,0.31,2,1,4,61.6,56.0,4.38,4.35,2.69,0
36412,0.31,3,1,4,60.5,59.0,4.37,4.36,2.64,0
36413,0.31,3,1,4,61.0,58.0,4.39,4.37,2.67,0
36414,0.31,2,1,4,60.4,57.0,4.4,4.37,2.65,0
36415,0.31,2,0,5,61.8,56.0,4.36,4.32,2.68,0
36416,0.31,3,1,4,61.9,58.0,4.32,4.31,2.67,0
36417,0.31,3,0,5,62.0,59.0,4.36,4.32,2.69,0
36418,0.31,2,0,5,61.5,56.0,4.36,4.35,2.68,0
36419,0.42,3,0,2,63.0,59.0,4.79,4.77,3.01,0
36420,0.42,4,0,2,63.3,58.0,4.75,4.73,3.0,0
36421,0.39,3,3,5,60.4,61.0,4.73,4.71,2.85,0
36422,0.39,3,3,5,59.8,61.0,4.75,4.72,2.83,0
36423,0.39,1,3,5,63.7,53.0,4.67,4.62,2.96,0
36424,0.31,2,0,5,61.5,56.0,4.41,4.37,2.7,0
36425,0.31,2,0,5,61.2,55.0,4.42,4.37,2.69,0
36426,0.31,2,0,5,60.4,56.0,4.42,4.39,2.66,0
36427,0.31,2,0,5,61.2,55.0,4.39,4.37,2.68,0
36428,0.31,2,0,5,61.3,57.0,4.4,4.37,2.69,0
36429,0.31,2,0,5,61.6,55.0,4.37,4.36,2.69,0
36430,0.31,2,0,5,61.6,57.0,4.38,4.36,2.69,0
36431,0.31,2,0,5,61.9,56.0,4.38,4.37,2.71,0
36432,0.31,3,0,5,61.8,57.0,4.41,4.36,2.71,0
36433,0.31,2,0,5,62.0,55.0,4.38,4.36,2.71,0
36434,0.31,2,0,5,61.8,57.0,4.38,4.36,2.7,0
36435,0.31,2,0,5,61.5,56.0,4.37,4.35,2.68,0
36436,0.31,3,0,5,60.7,59.0,4.38,4.35,2.65,0
36437,0.31,2,0,5,60.7,56.0,4.38,4.35,2.65,0
36438,0.31,2,0,5,61.2,55.0,4.38,4.35,2.67,0
36439,0.31,2,0,5,61.7,55.0,4.4,4.35,2.7,0
36440,0.31,2,0,5,62.1,54.0,4.41,4.35,2.72,0
36441,0.31,2,0,5,61.9,56.0,4.38,4.34,2.7,0
36442,0.31,2,0,5,61.5,56.0,4.37,4.34,2.68,0
36443,0.31,2,0,5,62.5,56.0,4.36,4.34,2.72,0
36444,0.31,2,0,5,62.1,56.0,4.35,4.34,2.7,0
36445,0.31,2,0,5,62.1,54.0,4.36,4.34,2.7,0
36446,0.31,2,0,5,61.8,55.0,4.37,4.33,2.69,0
36447,0.31,2,0,5,62.1,54.0,4.37,4.33,2.7,0
36448,0.31,2,0,5,62.1,54.0,4.37,4.33,2.7,0
36449,0.31,2,0,5,62.3,55.0,4.37,4.33,2.71,0
36450,0.31,2,0,5,62.2,56.0,4.36,4.32,2.7,0
36451,0.31,3,0,5,61.2,59.0,4.37,4.32,2.66,0
36452,0.31,2,0,5,62.0,55.0,4.35,4.33,2.69,0
36453,0.31,2,0,5,62.6,56.0,4.36,4.33,2.72,0
36454,0.31,3,0,5,62.3,55.0,4.35,4.32,2.7,0
36455,0.31,2,0,5,62.5,57.0,4.36,4.31,2.71,0
36456,0.31,2,0,5,62.5,56.0,4.36,4.31,2.71,0
36457,0.31,2,0,5,62.2,56.0,4.33,4.32,2.69,0
36458,0.31,2,0,5,62.1,55.0,4.35,4.32,2.69,0
36459,0.31,2,0,5,62.2,55.0,4.34,4.31,2.69,0
36460,0.31,2,0,5,62.7,55.0,4.34,4.31,2.71,0
36461,0.31,2,0,5,62.9,55.0,4.34,4.31,2.72,0
36462,0.31,3,0,5,61.7,59.0,4.34,4.31,2.67,0
36463,0.31,2,0,5,62.2,54.0,4.34,4.31,2.69,0
36464,0.31,2,0,5,62.2,57.0,4.34,4.31,2.69,0
36465,0.31,2,0,5,62.5,56.0,4.32,4.29,2.69,0
36466,0.31,2,0,5,62.7,57.0,4.34,4.3,2.71,0
36467,0.31,2,0,5,62.1,55.0,4.32,4.31,2.68,0
36468,0.31,2,4,6,60.8,55.0,4.42,4.39,2.68,0
36469,0.39,4,3,6,63.2,57.0,4.62,4.65,2.93,0
36470,0.38,2,3,7,61.0,56.0,4.67,4.71,2.86,0
36483,0.32,2,2,1,60.9,57.0,4.42,4.45,2.7,0
36484,0.32,2,2,1,61.3,57.0,4.42,4.46,2.72,0
36485,0.32,2,2,1,60.9,57.0,4.41,4.43,2.69,0
36486,0.32,2,2,1,62.5,54.0,4.38,4.42,2.75,0
36487,0.32,2,2,1,61.8,54.0,4.44,4.46,2.75,0
36488,0.32,2,2,1,62.2,54.0,4.4,4.44,2.75,0
36489,0.3,2,1,1,62.0,54.0,4.31,4.34,2.68,0
36490,0.3,2,1,1,62.6,53.0,4.29,4.33,2.7,0
36491,0.3,2,1,1,61.7,55.0,4.31,4.34,2.67,0
36492,0.39,1,1,7,61.5,61.0,4.73,4.74,2.91,0
36494,0.39,4,2,7,63.3,56.0,4.63,4.66,2.94,0
36495,0.31,4,1,1,60.6,60.0,4.4,4.44,2.68,0
36496,0.38,4,0,7,60.8,55.0,4.67,4.71,2.85,0
36498,0.48,2,5,4,62.2,54.0,5.03,5.06,3.14,0
36499,0.32,2,1,1,62.0,55.0,4.37,4.41,2.72,0
36500,0.37,3,3,5,59.7,61.0,4.72,4.66,2.8,0
36502,0.33,4,1,6,61.8,54.0,4.47,4.49,2.77,0
36504,0.3,0,1,7,51.0,67.0,4.67,4.62,2.37,0
36505,0.45,2,2,5,62.8,55.0,4.88,4.86,3.06,0
36506,0.45,3,2,5,61.4,60.0,4.93,4.87,3.01,0
36507,0.36,1,2,4,63.6,60.0,4.52,4.47,2.86,0
36508,0.32,2,2,7,61.6,55.0,4.41,4.42,2.72,0
36509,0.35,2,0,7,61.6,54.0,4.55,4.57,2.81,0
36510,0.35,2,2,6,61.8,54.0,4.53,4.56,2.81,0
36511,0.35,2,2,6,61.8,55.0,4.53,4.57,2.81,0
36512,0.35,2,2,6,61.5,55.0,4.51,4.56,2.79,0
36513,0.33,2,1,6,61.9,54.0,4.45,4.47,2.76,0
36514,0.4,1,5,1,62.3,62.0,4.69,4.72,2.93,0
36515,0.3,3,2,7,61.0,59.0,4.33,4.3,2.63,0
36516,0.3,3,2,7,61.1,59.0,4.32,4.29,2.63,0
36517,0.3,3,2,7,62.4,58.0,4.28,4.25,2.66,0
36518,0.3,3,2,7,61.6,58.0,4.35,4.28,2.66,0
36519,0.3,3,2,7,61.5,58.0,4.31,4.29,2.64,0
36520,0.3,3,2,7,61.4,59.0,4.36,4.31,2.66,0
36521,0.42,2,3,2,62.9,54.0,4.81,4.79,3.02,0
36522,0.42,4,3,2,63.2,57.0,4.79,4.77,3.02,0
36523,0.42,2,3,2,62.5,56.0,4.83,4.8,3.01,0
36524,0.4,1,4,5,59.4,64.0,4.82,4.75,2.84,0
36525,0.4,3,2,2,62.8,59.0,4.72,4.71,2.96,0
36526,0.4,3,1,2,62.0,55.0,4.74,4.68,2.92,0
36527,0.42,2,5,6,62.0,55.0,4.88,4.8,3.0,0
36528,0.42,2,5,6,60.2,57.0,4.88,4.85,2.93,0
36529,0.42,2,5,6,62.5,57.0,4.8,4.77,2.99,0
36530,0.42,2,5,6,62.7,55.0,4.8,4.77,3.0,0
36531,0.42,2,5,6,62.4,57.0,4.83,4.79,3.0,0
36532,0.42,3,3,2,61.7,58.0,4.8,4.76,2.95,0
36533,0.42,3,3,2,62.2,58.0,4.75,4.73,2.95,0
36534,0.42,3,2,5,61.7,59.0,4.82,4.75,2.95,0
36535,0.42,3,2,5,61.9,58.0,4.8,4.76,2.96,0
36536,0.4,2,5,4,63.0,56.0,4.72,4.68,2.96,0
36537,0.4,3,5,4,62.9,59.0,4.73,4.68,2.96,0
36538,0.4,1,5,4,63.8,55.0,4.69,4.65,2.98,0
36539,0.4,3,4,5,59.1,61.0,4.84,4.81,2.85,0
36540,0.4,3,2,2,62.3,60.0,4.74,4.7,2.94,0
36541,0.4,3,2,2,61.2,58.0,4.74,4.71,2.89,0
36542,0.4,3,2,2,62.3,57.0,4.74,4.67,2.93,0
36543,0.4,3,2,2,62.7,57.0,4.7,4.68,2.94,0
36544,0.4,2,2,2,62.9,57.0,4.7,4.68,2.95,0
36545,0.4,3,2,2,62.6,59.0,4.74,4.68,2.95,0
36546,0.4,1,2,2,63.6,57.0,4.7,4.67,2.98,0
36547,0.4,3,2,2,62.5,59.0,4.71,4.67,2.93,0
36548,0.4,3,2,2,62.5,59.0,4.71,4.67,2.93,0
36549,0.4,3,2,2,62.2,57.0,4.72,4.67,2.92,0
36550,0.4,3,1,2,60.9,56.0,4.8,4.76,2.91,0
36551,0.4,3,1,2,60.1,59.0,4.82,4.76,2.88,0
36552,0.4,2,1,2,60.5,57.0,4.81,4.77,2.9,0
36553,0.4,2,1,2,62.2,55.0,4.75,4.71,2.94,0
36554,0.4,2,1,2,62.0,57.0,4.78,4.74,2.95,0
36555,0.4,3,1,2,60.9,60.0,4.77,4.75,2.9,0
36556,0.4,2,1,2,61.8,56.0,4.74,4.71,2.92,0
36557,0.4,3,1,2,62.2,58.0,4.74,4.71,2.94,0
36558,0.4,3,1,2,62.6,59.0,4.71,4.68,2.94,0
36559,0.4,2,1,2,62.7,57.0,4.72,4.69,2.95,0
36560,0.4,3,1,2,61.3,59.0,4.74,4.69,2.89,0
36561,0.4,2,1,2,61.2,57.0,4.74,4.7,2.89,0
36562,0.4,3,1,2,62.8,59.0,4.69,4.64,2.93,0
36563,0.36,2,3,6,62.1,56.0,4.6,4.58,2.85,0
36564,0.35,2,5,1,62.5,55.0,4.54,4.52,2.83,0
36565,0.3,3,3,6,59.8,62.0,4.36,4.33,2.6,0
36566,0.3,2,3,6,61.4,56.0,4.34,4.32,2.66,0
36567,0.3,3,3,6,61.3,58.0,4.33,4.29,2.64,0
36568,0.3,3,3,6,62.6,62.0,4.26,4.21,2.65,0
36569,0.4,2,1,2,61.1,56.0,4.79,4.77,2.92,0
36570,0.42,1,1,2,63.6,61.0,4.73,4.7,3.0,0
36571,0.45,0,2,4,66.9,54.0,4.85,4.75,3.21,0
36572,0.72,3,6,0,62.9,59.0,5.8,5.63,3.58,0
36574,0.5,0,1,3,64.7,57.0,4.98,4.88,3.19,0
36575,0.35,2,1,4,61.3,55.0,4.58,4.55,2.8,0
36576,0.35,2,0,5,62.3,56.0,4.54,4.51,2.82,0
36577,0.36,3,2,7,62.5,56.0,4.6,4.52,2.85,0
36578,0.4,4,3,7,59.2,63.0,4.88,4.81,2.87,0
36579,0.4,3,2,2,62.0,56.0,4.77,4.72,2.94,0
36580,0.4,3,1,2,61.3,61.0,4.76,4.73,2.91,0
36582,0.33,2,3,1,61.5,55.0,4.48,4.5,2.76,0
36583,0.33,2,3,1,61.2,56.0,4.47,4.51,2.75,0
36584,0.33,2,3,1,61.7,56.0,4.47,4.51,2.77,0
36585,0.33,2,3,1,61.8,54.0,4.47,4.49,2.77,0
36586,0.33,2,3,1,61.9,55.0,4.44,4.45,2.75,0
36587,0.33,2,3,1,60.9,57.0,4.45,4.48,2.72,0
36588,0.33,2,3,1,61.3,55.0,4.49,4.51,2.76,0
36589,0.33,2,3,1,61.0,56.0,4.48,4.5,2.74,0
36590,0.33,2,3,1,61.7,55.0,4.47,4.48,2.76,0
36591,0.33,2,3,1,61.0,55.0,4.49,4.52,2.75,0
36592,0.5,4,6,3,60.7,57.0,5.11,5.13,3.11,0
36593,0.45,4,5,6,63.0,56.0,4.88,4.9,3.08,0
36594,0.3,3,2,1,60.7,58.0,4.33,4.37,2.64,0
36595,0.3,2,2,1,61.1,57.0,4.35,4.39,2.67,0
36596,0.3,2,2,1,62.0,56.0,4.3,4.34,2.68,0
36597,0.3,3,2,1,61.6,58.0,4.32,4.35,2.67,0
36598,0.36,2,4,1,61.9,57.0,4.55,4.6,2.83,0
36599,0.38,2,1,7,61.8,56.0,4.67,4.72,2.9,0
36600,0.32,2,2,6,61.5,56.0,4.44,4.45,2.73,0
36601,0.32,2,3,2,61.3,56.0,4.39,4.42,2.7,0
36602,0.32,1,0,3,63.4,56.0,4.36,4.38,2.77,0
36603,0.32,2,0,3,62.6,56.0,4.38,4.4,2.75,0
36604,0.32,2,0,3,59.5,57.0,4.47,4.5,2.67,0
36606,0.32,2,0,3,61.4,56.0,4.43,4.46,2.73,0
36607,0.32,4,3,2,63.0,56.0,4.35,4.38,2.75,0
36608,0.32,4,3,2,62.8,56.0,4.34,4.36,2.73,0
36610,0.32,2,0,3,61.8,55.0,4.38,4.42,2.72,0
36611,0.32,2,0,3,61.7,55.0,4.38,4.4,2.71,0
36612,0.32,3,3,2,59.6,60.0,4.43,4.46,2.65,0
36613,0.32,3,3,2,62.6,58.0,4.31,4.35,2.71,0
36614,0.32,3,3,2,62.5,58.0,4.4,4.43,2.76,0
36616,0.32,4,3,2,61.0,61.0,4.38,4.41,2.68,0
36617,0.32,2,3,2,62.5,55.0,4.35,4.38,2.73,0
36618,0.32,2,0,3,59.8,57.0,4.4,4.46,2.65,0
36620,0.24,4,2,7,62.5,56.0,3.98,4.02,2.5,0
36621,0.24,4,2,7,62.1,58.0,3.96,4.03,2.48,0
36622,0.24,4,1,7,62.8,58.0,3.92,3.95,2.47,0
36623,0.24,4,1,7,61.1,60.0,4.01,4.07,2.47,0
36624,0.24,4,1,7,57.7,61.0,4.12,4.13,2.38,0
36626,0.24,4,1,7,60.6,62.0,4.03,4.06,2.45,0
36627,0.24,4,0,7,61.9,58.0,4.02,4.03,2.49,0
36628,0.24,4,0,7,61.5,58.0,3.96,3.98,2.44,0
36629,0.29,4,4,6,62.0,55.0,4.24,4.27,2.64,0
36630,0.24,4,2,6,61.8,58.0,3.95,3.98,2.45,0
36631,0.4,2,1,4,62.5,55.0,4.67,4.71,2.93,0
36632,0.53,2,5,3,61.8,54.0,5.22,5.24,3.23,0
36639,0.33,4,0,6,61.2,59.0,4.4,4.43,2.7,0
36640,0.42,2,0,5,62.6,56.0,4.76,4.8,2.99,0
36641,0.39,2,1,4,62.0,54.0,4.68,4.71,2.91,0
36642,0.39,2,1,4,62.2,55.0,4.67,4.7,2.91,0
36651,0.37,3,2,7,62.9,56.0,4.58,4.52,2.86,0
36652,0.35,3,6,4,62.4,58.0,5.67,5.64,3.53,0
36653,0.35,3,6,4,62.4,58.0,5.67,5.64,3.53,0
36654,0.4,3,1,5,61.2,60.0,4.79,4.68,2.9,0
36655,0.3,4,1,1,60.9,59.0,4.29,4.32,2.62,0
36657,0.3,2,1,7,60.8,56.0,4.35,4.37,2.65,0
36658,0.3,2,1,7,61.3,57.0,4.3,4.32,2.64,0
36659,0.3,2,1,7,61.4,55.0,4.33,4.36,2.67,0
36660,0.3,2,1,7,61.4,56.0,4.33,4.37,2.67,0
36661,0.38,2,4,6,61.1,56.0,4.68,4.71,2.87,0
36662,0.38,2,3,6,61.2,54.0,4.69,4.72,2.88,0
36663,0.31,2,0,6,62.3,54.0,4.36,4.4,2.73,0
36665,0.36,2,1,5,61.8,56.0,4.57,4.59,2.83,0
36666,0.4,2,1,5,62.6,56.0,4.67,4.69,2.93,0
36667,0.36,2,3,4,61.4,56.0,4.55,4.6,2.81,0
36668,0.3,2,0,4,61.8,57.0,4.27,4.3,2.65,0
36669,0.32,2,2,1,60.9,56.0,4.42,4.44,2.7,0
36670,0.32,2,2,1,61.2,57.0,4.4,4.42,2.7,0
36671,0.49,3,1,3,61.7,57.0,5.08,5.06,3.13,0
36672,0.31,3,4,1,60.8,59.0,4.39,4.36,2.66,0
36673,0.5,0,6,4,66.8,57.0,4.89,4.84,3.25,0
36674,0.33,2,1,7,61.0,54.0,4.52,4.49,2.75,0
36675,0.3,3,0,7,60.7,59.0,4.34,4.33,2.63,0
36676,0.3,2,0,7,59.5,56.0,4.42,4.38,2.62,0
36677,0.33,3,1,7,61.3,59.0,4.47,4.44,2.73,0
36678,0.37,2,1,4,60.9,56.0,4.65,4.68,2.84,0
36679,0.52,2,5,2,61.8,54.0,5.17,5.19,3.2,0
36680,0.4,2,0,2,62.5,55.0,4.73,4.71,2.95,0
36682,0.4,4,2,4,62.0,56.0,4.71,4.73,2.92,0
36684,0.4,2,1,4,62.2,58.0,4.72,4.74,2.94,0
36685,0.4,2,1,4,62.4,54.0,4.73,4.75,2.96,0
36687,0.39,3,1,5,61.3,61.0,4.7,4.66,2.87,0
36688,0.39,3,1,5,61.4,58.0,4.73,4.68,2.89,0
36689,0.39,3,3,4,61.7,62.0,4.69,4.65,2.88,0
36690,0.39,3,1,5,60.1,61.0,4.76,4.72,2.85,0
36691,0.39,3,1,5,62.5,60.0,4.67,4.64,2.91,0
36692,0.45,0,1,5,65.8,58.0,4.81,4.74,3.14,0
36693,0.4,4,0,4,59.4,60.0,4.77,4.83,2.85,0
36694,0.39,2,3,7,61.6,56.6,4.68,4.71,2.9,0
36695,0.39,2,3,7,62.0,54.5,4.67,4.7,2.91,0
36696,0.39,2,3,7,61.7,54.2,4.69,4.75,2.91,0
36697,0.39,2,3,7,62.2,54.0,4.67,4.7,2.91,0
